unit,label,aggregation,selection_mode,nominal_budget,threshold,units,failures,failure_prevalence,reviewed_units,review_fraction,caught_failures,failure_recall,review_ppv,failure_recall_lift_over_random,false_referrals,safe_unit_false_referral_rate,remaining_failures,residual_failure_fraction,residual_failure_rate_all_units,remaining_failure_rate_unreviewed,auroc,auprc
clip,label_fp_persistent_min5,max,exact_rank,0.1,,518,515,0.9942084942084942,52,0.10038610038610038,52,0.10097087378640776,1.0,1.0058252427184466,0,0.0,463,0.8990291262135922,0.8938223938223938,0.9935622317596566,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,frozen_threshold_any_frame_referral,0.1,0.07180122,518,515,0.9942084942084942,472,0.9111969111969112,472,0.916504854368932,1.0,1.0058252427184466,0,0.0,43,0.08349514563106795,0.08301158301158301,0.9347826086956522,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,exact_rank,0.2,,518,515,0.9942084942084942,104,0.20077220077220076,104,0.20194174757281552,1.0,1.0058252427184466,0,0.0,411,0.7980582524271844,0.7934362934362934,0.9927536231884058,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,max,frozen_threshold_any_frame_referral,0.2,0.04186127,518,515,0.9942084942084942,496,0.9575289575289575,495,0.9611650485436893,0.9979838709677419,1.003797369245224,1,0.3333333333333333,20,0.038834951456310676,0.03861003861003861,0.9090909090909091,0.9825242718446602,0.9998967076335847
clip,label_fp_persistent_min5,mean,exact_rank,0.01,,518,515,0.9942084942084942,6,0.011583011583011582,6,0.011650485436893204,1.0,1.0058252427184466,0,0.0,509,0.9883495145631068,0.9826254826254827,0.994140625,0.9598705501618122,0.9997532018646744
clip,label_fp_persistent_min5,mean,exact_rank,0.05,,518,515,0.9942084942084942,26,0.05019305019305019,26,0.05048543689320388,1.0,1.0058252427184466,0,0.0,489,0.9495145631067962,0.944015444015444,0.9939024390243902,0.9598705501618122,0.9997532018646744
clip,label_fp_persistent_min5,mean,exact_rank,0.1,,518,515,0.9942084942084942,52,0.10038610038610038,52,0.10097087378640776,1.0,1.0058252427184466,0,0.0,463,0.8990291262135922,0.8938223938223938,0.9935622317596566,0.9598705501618122,0.9997532018646744
clip,label_fp_persistent_min5,mean,exact_rank,0.2,,518,515,0.9942084942084942,104,0.20077220077220076,104,0.20194174757281552,1.0,1.0058252427184466,0,0.0,411,0.7980582524271844,0.7934362934362934,0.9927536231884058,0.9598705501618122,0.9997532018646744
clip,label_fp_persistent_min5,top20_mean,exact_rank,0.01,,518,515,0.9942084942084942,6,0.011583011583011582,6,0.011650485436893204,1.0,1.0058252427184466,0,0.0,509,0.9883495145631068,0.9826254826254827,0.994140625,0.9702265372168285,0.9998205858242106
clip,label_fp_persistent_min5,top20_mean,exact_rank,0.05,,518,515,0.9942084942084942,26,0.05019305019305019,26,0.05048543689320388,1.0,1.0058252427184466,0,0.0,489,0.9495145631067962,0.944015444015444,0.9939024390243902,0.9702265372168285,0.9998205858242106
