hypothesis_id,model_a,model_b,scope,stratum,metric,sequence_units,exact_p_value,p_value_bh
H0700,ema_alpha_0_30,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0701,ema_alpha_0_30,run_length_5,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0702,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0703,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_empty_frames,mae,8,0.0078125,0.04403409090909091
H0704,ema_alpha_0_30,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0705,ema_alpha_0_30,run_length_5,frame_sequence_mean,low_motion_frames,mae,8,0.0078125,0.04403409090909091
H0706,ema_alpha_0_30,run_length_5,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0707,ema_alpha_0_30,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,8,0.5859375,0.7314387583892618
H0708,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.859375,1.0
H0709,ema_alpha_0_30,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.59375,0.7392068273092369
H0710,ema_alpha_0_30,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.5859375,0.7314387583892618
H0711,ema_alpha_0_30,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.296875,0.4793294270833333
H0712,ema_alpha_0_30,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.6953125,0.850842927631579
H0713,ema_alpha_0_30,run_length_5,sequence,all_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0714,ema_alpha_0_30,run_length_5,sequence,positive_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0715,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0716,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0717,ema_alpha_0_30,run_length_5,sequence,all_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0718,ema_alpha_0_30,run_length_5,sequence,positive_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0719,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0720,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0721,ema_alpha_0_30,run_length_5,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0722,ema_alpha_0_30,run_length_5,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0723,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0724,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0725,ema_alpha_0_30,run_length_5,sequence,all_sequences,mean_false_positive_fraction,8,0.5859375,0.7314387583892618
H0726,ema_alpha_0_30,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,8,0.5859375,0.7314387583892618
H0727,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.375,0.5588942307692307
H0728,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0729,ema_alpha_0_30,run_length_5,sequence,all_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0730,ema_alpha_0_30,run_length_5,sequence,positive_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0731,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0732,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,false_positive_frames,4,1.0,1.0
H0733,ema_alpha_0_30,run_length_5,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0734,ema_alpha_0_30,run_length_5,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0735,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0736,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0737,ema_alpha_0_30,run_length_5,sequence,all_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0738,ema_alpha_0_30,run_length_5,sequence,positive_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0739,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0740,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0741,ema_alpha_0_30,run_length_5,sequence,all_sequences,prediction_positive_frames,8,0.1875,0.3824013157894737
H0742,ema_alpha_0_30,run_length_5,sequence,positive_sequences,prediction_positive_frames,8,0.1875,0.3824013157894737
H0743,ema_alpha_0_30,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0744,ema_alpha_0_30,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,4,0.75,0.8908045977011494
H0745,foreground_drop_reset_ema,identity,frame_sequence_mean,all_frames,dice,8,0.0078125,0.04403409090909091
H0746,foreground_drop_reset_ema,identity,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0747,foreground_drop_reset_ema,identity,frame_sequence_mean,target_empty_frames,dice,8,0.375,0.5588942307692307
H0748,foreground_drop_reset_ema,identity,frame_sequence_mean,positive_sequence_frames,dice,8,0.0078125,0.04403409090909091
H0749,foreground_drop_reset_ema,identity,frame_sequence_mean,low_motion_frames,dice,8,0.6875,0.8435026385224275
H0750,foreground_drop_reset_ema,identity,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0751,foreground_drop_reset_ema,identity,frame_sequence_mean,all_frames,iou,8,0.0078125,0.04403409090909091
H0752,foreground_drop_reset_ema,identity,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0753,foreground_drop_reset_ema,identity,frame_sequence_mean,target_empty_frames,iou,8,0.375,0.5588942307692307
H0754,foreground_drop_reset_ema,identity,frame_sequence_mean,positive_sequence_frames,iou,8,0.0078125,0.04403409090909091
H0755,foreground_drop_reset_ema,identity,frame_sequence_mean,low_motion_frames,iou,8,0.9375,1.0
H0756,foreground_drop_reset_ema,identity,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0757,foreground_drop_reset_ema,identity,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0758,foreground_drop_reset_ema,identity,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0759,foreground_drop_reset_ema,identity,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.375,0.5588942307692307
H0760,foreground_drop_reset_ema,identity,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0761,foreground_drop_reset_ema,identity,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.34375,0.547410102739726
H0762,foreground_drop_reset_ema,identity,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0763,foreground_drop_reset_ema,identity,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0764,foreground_drop_reset_ema,identity,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0765,foreground_drop_reset_ema,identity,frame_sequence_mean,target_empty_frames,mae,8,0.1328125,0.277563202247191
H0766,foreground_drop_reset_ema,identity,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0767,foreground_drop_reset_ema,identity,frame_sequence_mean,low_motion_frames,mae,8,0.0078125,0.04403409090909091
H0768,foreground_drop_reset_ema,identity,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0769,foreground_drop_reset_ema,identity,frame_sequence_mean,all_frames,false_positive_fraction,8,0.4375,0.6298374613003096
H0770,foreground_drop_reset_ema,identity,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.390625,0.58125
H0771,foreground_drop_reset_ema,identity,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.296875,0.4793294270833333
H0772,foreground_drop_reset_ema,identity,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.4375,0.6298374613003096
H0773,foreground_drop_reset_ema,identity,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.109375,0.26182432432432434
H0774,foreground_drop_reset_ema,identity,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.3671875,0.5588942307692307
H0775,foreground_drop_reset_ema,identity,sequence,all_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0776,foreground_drop_reset_ema,identity,sequence,positive_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0777,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0778,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0779,foreground_drop_reset_ema,identity,sequence,all_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0780,foreground_drop_reset_ema,identity,sequence,positive_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0781,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0782,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0783,foreground_drop_reset_ema,identity,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0784,foreground_drop_reset_ema,identity,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0785,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0786,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0787,foreground_drop_reset_ema,identity,sequence,all_sequences,mean_false_positive_fraction,8,0.4375,0.6298374613003096
H0788,foreground_drop_reset_ema,identity,sequence,positive_sequences,mean_false_positive_fraction,8,0.4375,0.6298374613003096
H0789,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0790,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.125,0.26182432432432434
H0791,foreground_drop_reset_ema,identity,sequence,all_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0792,foreground_drop_reset_ema,identity,sequence,positive_sequences,false_positive_frames,8,0.5,0.6396148555708391
H0793,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0794,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,false_positive_frames,4,0.75,0.8908045977011494
H0795,foreground_drop_reset_ema,identity,sequence,all_sequences,false_positive_run_count,8,1.0,1.0
H0796,foreground_drop_reset_ema,identity,sequence,positive_sequences,false_positive_run_count,8,1.0,1.0
H0797,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0798,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,false_positive_run_count,4,1.0,1.0
H0799,foreground_drop_reset_ema,identity,sequence,all_sequences,prediction_fragment_count,8,0.5,0.6396148555708391
H0800,foreground_drop_reset_ema,identity,sequence,positive_sequences,prediction_fragment_count,8,0.5,0.6396148555708391
H0801,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,prediction_fragment_count,4,1.0,1.0
H0802,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0803,foreground_drop_reset_ema,identity,sequence,all_sequences,prediction_positive_frames,8,0.25,0.41517857142857145
H0804,foreground_drop_reset_ema,identity,sequence,positive_sequences,prediction_positive_frames,8,0.25,0.41517857142857145
H0805,foreground_drop_reset_ema,identity,sequence,low_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0806,foreground_drop_reset_ema,identity,sequence,high_motion_sequences,prediction_positive_frames,4,0.75,0.8908045977011494
H0807,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,all_frames,dice,8,0.0078125,0.04403409090909091
H0808,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_positive_frames,dice,8,0.0078125,0.04403409090909091
H0809,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_empty_frames,dice,8,0.125,0.26182432432432434
H0810,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,8,0.0078125,0.04403409090909091
H0811,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,low_motion_frames,dice,8,0.0234375,0.10330272511848342
H0812,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,high_motion_frames,dice,8,0.0078125,0.04403409090909091
H0813,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,all_frames,iou,8,0.0078125,0.04403409090909091
H0814,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_positive_frames,iou,8,0.0078125,0.04403409090909091
H0815,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_empty_frames,iou,8,0.125,0.26182432432432434
H0816,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,8,0.0078125,0.04403409090909091
H0817,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,low_motion_frames,iou,8,0.015625,0.07451923076923077
H0818,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,high_motion_frames,iou,8,0.0078125,0.04403409090909091
H0819,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,all_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0820,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0821,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.125,0.26182432432432434
H0822,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0823,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0824,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.0078125,0.04403409090909091
H0825,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,all_frames,mae,8,0.0078125,0.04403409090909091
H0826,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_positive_frames,mae,8,0.0078125,0.04403409090909091
H0827,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_empty_frames,mae,8,0.0078125,0.04403409090909091
H0828,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,8,0.0078125,0.04403409090909091
H0829,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,low_motion_frames,mae,8,0.0078125,0.04403409090909091
H0830,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,high_motion_frames,mae,8,0.0078125,0.04403409090909091
H0831,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,8,0.375,0.5588942307692307
H0832,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.2109375,0.41517857142857145
H0833,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.84375,0.9957963197969543
H0834,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.375,0.5588942307692307
H0835,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.9296875,1.0
H0836,foreground_drop_reset_ema,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.3125,0.4993556701030928
H0837,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0838,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,mean_dice,8,0.0078125,0.04403409090909091
H0839,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0840,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,mean_dice,4,0.125,0.26182432432432434
H0841,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0842,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,mean_iou,8,0.0078125,0.04403409090909091
H0843,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0844,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,mean_iou,4,0.125,0.26182432432432434
H0845,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0846,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,mean_boundary_iou,8,0.0078125,0.04403409090909091
H0847,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0848,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,4,0.125,0.26182432432432434
H0849,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,mean_false_positive_fraction,8,0.375,0.5588942307692307
H0850,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,8,0.375,0.5588942307692307
H0851,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.625,0.7719123505976095
H0852,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.125,0.26182432432432434
H0853,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0854,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0855,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0856,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,false_positive_frames,4,0.25,0.41517857142857145
H0857,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0858,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0859,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0860,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0861,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0862,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,prediction_fragment_count,8,0.125,0.26182432432432434
H0863,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0864,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,4,0.5,0.6396148555708391
H0865,foreground_drop_reset_ema,run_length_5,sequence,all_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0866,foreground_drop_reset_ema,run_length_5,sequence,positive_sequences,prediction_positive_frames,8,0.0625,0.19246688741721854
H0867,foreground_drop_reset_ema,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0868,foreground_drop_reset_ema,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,4,0.5,0.6396148555708391
H0869,identity,run_length_5,frame_sequence_mean,all_frames,dice,8,0.28125,0.45968804920913886
H0870,identity,run_length_5,frame_sequence_mean,target_positive_frames,dice,8,0.25,0.41517857142857145
H0871,identity,run_length_5,frame_sequence_mean,target_empty_frames,dice,8,0.125,0.26182432432432434
H0872,identity,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,8,0.28125,0.45968804920913886
H0873,identity,run_length_5,frame_sequence_mean,low_motion_frames,dice,8,0.125,0.26182432432432434
H0874,identity,run_length_5,frame_sequence_mean,high_motion_frames,dice,8,0.5,0.6396148555708391
H0875,identity,run_length_5,frame_sequence_mean,all_frames,iou,8,0.21875,0.41517857142857145
H0876,identity,run_length_5,frame_sequence_mean,target_positive_frames,iou,8,0.25,0.41517857142857145
H0877,identity,run_length_5,frame_sequence_mean,target_empty_frames,iou,8,0.125,0.26182432432432434
H0878,identity,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,8,0.21875,0.41517857142857145
H0879,identity,run_length_5,frame_sequence_mean,low_motion_frames,iou,8,0.125,0.26182432432432434
H0880,identity,run_length_5,frame_sequence_mean,high_motion_frames,iou,8,0.5,0.6396148555708391
H0881,identity,run_length_5,frame_sequence_mean,all_frames,boundary_iou,8,0.21875,0.41517857142857145
H0882,identity,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,8,0.25,0.41517857142857145
H0883,identity,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,8,0.125,0.26182432432432434
H0884,identity,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,8,0.21875,0.41517857142857145
H0885,identity,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,8,0.125,0.26182432432432434
H0886,identity,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,8,0.5,0.6396148555708391
H0887,identity,run_length_5,frame_sequence_mean,all_frames,mae,8,0.078125,0.23362138263665594
H0888,identity,run_length_5,frame_sequence_mean,target_positive_frames,mae,8,0.4609375,0.6396148555708391
H0889,identity,run_length_5,frame_sequence_mean,target_empty_frames,mae,8,0.015625,0.07451923076923077
H0890,identity,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,8,0.078125,0.23362138263665594
H0891,identity,run_length_5,frame_sequence_mean,low_motion_frames,mae,8,0.015625,0.07451923076923077
H0892,identity,run_length_5,frame_sequence_mean,high_motion_frames,mae,8,1.0,1.0
H0893,identity,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,8,0.03125,0.11487154150197629
H0894,identity,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,8,0.25,0.41517857142857145
H0895,identity,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,8,0.125,0.26182432432432434
H0896,identity,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,8,0.03125,0.11487154150197629
H0897,identity,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,8,0.0625,0.19246688741721854
H0898,identity,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,8,0.5,0.6396148555708391
H0899,identity,run_length_5,sequence,all_sequences,mean_dice,8,0.28125,0.45968804920913886
H0900,identity,run_length_5,sequence,positive_sequences,mean_dice,8,0.28125,0.45968804920913886
H0901,identity,run_length_5,sequence,low_motion_sequences,mean_dice,4,1.0,1.0
H0902,identity,run_length_5,sequence,high_motion_sequences,mean_dice,4,0.25,0.41517857142857145
H0903,identity,run_length_5,sequence,all_sequences,mean_iou,8,0.21875,0.41517857142857145
H0904,identity,run_length_5,sequence,positive_sequences,mean_iou,8,0.21875,0.41517857142857145
H0905,identity,run_length_5,sequence,low_motion_sequences,mean_iou,4,1.0,1.0
H0906,identity,run_length_5,sequence,high_motion_sequences,mean_iou,4,0.25,0.41517857142857145
H0907,identity,run_length_5,sequence,all_sequences,mean_boundary_iou,8,0.21875,0.41517857142857145
H0908,identity,run_length_5,sequence,positive_sequences,mean_boundary_iou,8,0.21875,0.41517857142857145
H0909,identity,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,4,1.0,1.0
H0910,identity,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,4,0.25,0.41517857142857145
H0911,identity,run_length_5,sequence,all_sequences,mean_false_positive_fraction,8,0.03125,0.11487154150197629
H0912,identity,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,8,0.03125,0.11487154150197629
H0913,identity,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0914,identity,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,4,0.25,0.41517857142857145
H0915,identity,run_length_5,sequence,all_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0916,identity,run_length_5,sequence,positive_sequences,false_positive_frames,8,0.125,0.26182432432432434
H0917,identity,run_length_5,sequence,low_motion_sequences,false_positive_frames,4,1.0,1.0
H0918,identity,run_length_5,sequence,high_motion_sequences,false_positive_frames,4,0.25,0.41517857142857145
H0919,identity,run_length_5,sequence,all_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0920,identity,run_length_5,sequence,positive_sequences,false_positive_run_count,8,0.125,0.26182432432432434
H0921,identity,run_length_5,sequence,low_motion_sequences,false_positive_run_count,4,1.0,1.0
H0922,identity,run_length_5,sequence,high_motion_sequences,false_positive_run_count,4,0.25,0.41517857142857145
H0923,identity,run_length_5,sequence,all_sequences,prediction_fragment_count,8,0.03125,0.11487154150197629
H0924,identity,run_length_5,sequence,positive_sequences,prediction_fragment_count,8,0.03125,0.11487154150197629
H0925,identity,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,4,0.25,0.41517857142857145
H0926,identity,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,4,0.25,0.41517857142857145
H0927,identity,run_length_5,sequence,all_sequences,prediction_positive_frames,8,0.03125,0.11487154150197629
H0928,identity,run_length_5,sequence,positive_sequences,prediction_positive_frames,8,0.03125,0.11487154150197629
H0929,identity,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
H0930,identity,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,4,0.25,0.41517857142857145
