hypothesis_id,model_a,model_b,scope,stratum,metric,iterations,seed,sequence_units,mean_a,mean_b,mean_delta,ci95_lower,ci95_upper,p_value,p_method,p_sign_assignments,p_value_bh
H0444,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,iou,10000,0,8,0.6703983647853164,0.6309501367120661,0.039448228073250394,-0.00542990658628837,0.09103809498418998,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0445,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,iou,10000,0,8,0.633392870357924,0.5562812362188227,0.07711163413910122,0.011910586797335893,0.15370370370370368,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0446,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,iou,10000,0,8,0.6822880256782915,0.6961859142663608,-0.013897888588069236,-0.03336565232576876,0.0,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0447,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,boundary_iou,10000,0,8,0.5432270157135319,0.5015748499333714,0.04165216578016058,-0.0027270953473611907,0.0941804796987802,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0448,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,boundary_iou,10000,0,8,0.5179651076862933,0.5287215741722633,-0.010756466485969993,-0.022405214110108165,-0.0016651923535036112,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0449,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,boundary_iou,10000,0,8,0.5204846794405369,0.38962325167758105,0.13086142776295576,0.03571428571428571,0.23733956867976372,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0450,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,boundary_iou,10000,0,8,0.5432270157135319,0.5015748499333714,0.04165216578016058,-0.0027270953473611907,0.09342656480340013,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0451,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,boundary_iou,10000,0,8,0.5512849311503996,0.4740506152927467,0.07723431585765281,0.014895362794210637,0.15224588993172672,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0452,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,boundary_iou,10000,0,8,0.5080572535116857,0.5183732865547508,-0.010316033043064977,-0.025781024073283393,0.0,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0453,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,mae,10000,0,8,0.03385622000507324,0.03884977317070247,-0.0049935531656292356,-0.009348757934951442,-0.001144554453551974,0.078125,exact_two_sided_paired_sign_flip,256,0.23362138263665594
H0454,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,mae,10000,0,8,0.0345133849331387,0.03517391711486461,-0.0006605321817259135,-0.002102496054211478,0.0007467520664398346,0.4609375,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0455,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,mae,10000,0,8,0.0260817865208011,0.04013138698868242,-0.014049600467881316,-0.02814180864363231,-0.002357896015164148,0.015625,exact_two_sided_paired_sign_flip,256,0.07451923076923077
H0456,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,mae,10000,0,8,0.03385622000507324,0.03884977317070247,-0.0049935531656292356,-0.009095914307735757,-0.0011441739740514845,0.078125,exact_two_sided_paired_sign_flip,256,0.23362138263665594
H0457,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,mae,10000,0,8,0.025433763369326404,0.033555824813201726,-0.008122061443875322,-0.014087503400991415,-0.002458544869533805,0.015625,exact_two_sided_paired_sign_flip,256,0.07451923076923077
H0458,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,mae,10000,0,8,0.043080738956161185,0.04309116069368399,-1.0421737522802637e-05,-0.00090197691184176,0.0012287784031550413,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0459,confidence_and_run_length_5,identity,frame_sequence_mean,all_frames,false_positive_fraction,10000,0,8,0.020373358024401902,0.025512219745152456,-0.005138861720750556,-0.0090943658249363,-0.0015950531597911171,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0460,confidence_and_run_length_5,identity,frame_sequence_mean,target_positive_frames,false_positive_fraction,10000,0,8,0.01719644011714856,0.018086543886504443,-0.0008901037693558858,-0.002066408582488295,-8.83776732165417e-06,0.25,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0461,confidence_and_run_length_5,identity,frame_sequence_mean,target_empty_frames,false_positive_fraction,10000,0,8,0.026081786512297315,0.04003722001091842,-0.0139554334986211,-0.028307973376962777,-0.0020877611167114695,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0462,confidence_and_run_length_5,identity,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,10000,0,8,0.020373358024401902,0.025512219745152456,-0.005138861720750556,-0.009069382711246726,-0.001681966361124891,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0463,confidence_and_run_length_5,identity,frame_sequence_mean,low_motion_frames,false_positive_fraction,10000,0,8,0.018197492527600927,0.026035496058981523,-0.007838003531380597,-0.013866419863914762,-0.0022178583559782617,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0464,confidence_and_run_length_5,identity,frame_sequence_mean,high_motion_frames,false_positive_fraction,10000,0,8,0.024356229191924945,0.024686839169386708,-0.0003306099774617608,-0.000970226501154573,0.0,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0465,confidence_and_run_length_5,identity,sequence,all_sequences,mean_dice,10000,0,8,0.7167919778583842,0.6784036069513342,0.038388370907050016,-0.007904487828632178,0.09359630144923607,0.28125,exact_two_sided_paired_sign_flip,256,0.45968804920913886
H0466,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_dice,10000,0,8,0.7167919778583842,0.6784036069513342,0.038388370907050016,-0.008546118377580174,0.09033092387274902,0.28125,exact_two_sided_paired_sign_flip,256,0.45968804920913886
H0467,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_dice,10000,0,4,0.6073200830562795,0.5879552510770945,0.01936483197918505,-0.031228742477791685,0.0970821051128079,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0468,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_dice,10000,0,4,0.8262638726604887,0.7688519628255738,0.05741190983491498,0.0005381053841156391,0.13419762412062927,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0469,confidence_and_run_length_5,identity,sequence,all_sequences,mean_iou,10000,0,8,0.6703983647853166,0.630950136712066,0.039448228073250394,-0.006170464139015418,0.0944270965236701,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0470,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_iou,10000,0,8,0.6703983647853166,0.630950136712066,0.039448228073250394,-0.006170464139015418,0.09341799623612922,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0471,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_iou,10000,0,4,0.5667694373346057,0.5455360553197749,0.021233382014830736,-0.0269885953179028,0.09753727276182399,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0472,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_iou,10000,0,4,0.7740272922360274,0.7163642181043572,0.057663074131670045,0.0010404339776257654,0.13444878841738434,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0473,confidence_and_run_length_5,identity,sequence,all_sequences,mean_boundary_iou,10000,0,8,0.5432270157135319,0.5015748499333714,0.04165216578016058,-0.002727095347361194,0.09450726011869379,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0474,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_boundary_iou,10000,0,8,0.5432270157135319,0.5015748499333714,0.04165216578016058,-0.003139458839775469,0.09316138917795032,0.21875,exact_two_sided_paired_sign_flip,256,0.41517857142857145
H0475,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_boundary_iou,10000,0,4,0.45729581314957757,0.43317251977377336,0.02412329337580424,-0.019061105556083813,0.09769062491001351,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0476,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_boundary_iou,10000,0,4,0.6291582182774864,0.5699771800929695,0.05918103818451692,0.004076362083319518,0.1359667524702312,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0477,confidence_and_run_length_5,identity,sequence,all_sequences,mean_false_positive_fraction,10000,0,8,0.020373358024401902,0.025512219745152456,-0.005138861720750556,-0.008990099262987446,-0.0016640045865713203,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0478,confidence_and_run_length_5,identity,sequence,positive_sequences,mean_false_positive_fraction,10000,0,8,0.020373358024401902,0.025512219745152456,-0.005138861720750556,-0.009094008374709058,-0.0016815173167610586,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0479,confidence_and_run_length_5,identity,sequence,low_motion_sequences,mean_false_positive_fraction,10000,0,4,0.03154564869785445,0.03699193939988246,-0.005446290702028008,-0.012148905510721918,-0.0007766772073412725,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0480,confidence_and_run_length_5,identity,sequence,high_motion_sequences,mean_false_positive_fraction,10000,0,4,0.00920106735094935,0.014032500090422454,-0.004831432739473104,-0.009387059771825395,-0.00027580570712081205,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0481,confidence_and_run_length_5,identity,sequence,all_sequences,false_positive_frames,10000,0,8,5.625,8.25,-2.625,-5.375,-0.5,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0482,confidence_and_run_length_5,identity,sequence,positive_sequences,false_positive_frames,10000,0,8,5.625,8.25,-2.625,-5.375,-0.5,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0483,confidence_and_run_length_5,identity,sequence,low_motion_sequences,false_positive_frames,10000,0,4,7.25,9.0,-1.75,-5.25,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0484,confidence_and_run_length_5,identity,sequence,high_motion_sequences,false_positive_frames,10000,0,4,4.0,7.5,-3.5,-8.0,-0.5,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0485,confidence_and_run_length_5,identity,sequence,all_sequences,false_positive_run_count,10000,0,8,2.375,3.875,-1.5,-3.125,-0.25,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0486,confidence_and_run_length_5,identity,sequence,positive_sequences,false_positive_run_count,10000,0,8,2.375,3.875,-1.5,-3.125,-0.25,0.125,exact_two_sided_paired_sign_flip,256,0.26182432432432434
H0487,confidence_and_run_length_5,identity,sequence,low_motion_sequences,false_positive_run_count,10000,0,4,3.0,4.25,-1.25,-3.75,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0488,confidence_and_run_length_5,identity,sequence,high_motion_sequences,false_positive_run_count,10000,0,4,1.75,3.5,-1.75,-4.0,-0.25,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0489,confidence_and_run_length_5,identity,sequence,all_sequences,prediction_fragment_count,10000,0,8,1.5,3.375,-1.875,-3.25,-0.625,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0490,confidence_and_run_length_5,identity,sequence,positive_sequences,prediction_fragment_count,10000,0,8,1.5,3.375,-1.875,-3.25,-0.625,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0491,confidence_and_run_length_5,identity,sequence,low_motion_sequences,prediction_fragment_count,10000,0,4,1.25,3.0,-1.75,-4.0,-0.25,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0492,confidence_and_run_length_5,identity,sequence,high_motion_sequences,prediction_fragment_count,10000,0,4,1.75,3.75,-2.0,-4.0,-0.5,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0493,confidence_and_run_length_5,identity,sequence,all_sequences,prediction_positive_frames,10000,0,8,44.875,48.625,-3.75,-6.125,-1.625,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0494,confidence_and_run_length_5,identity,sequence,positive_sequences,prediction_positive_frames,10000,0,8,44.875,48.625,-3.75,-6.0,-1.75,0.03125,exact_two_sided_paired_sign_flip,256,0.11487154150197629
H0495,confidence_and_run_length_5,identity,sequence,low_motion_sequences,prediction_positive_frames,10000,0,4,46.75,50.25,-3.5,-6.0,-1.0,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0496,confidence_and_run_length_5,identity,sequence,high_motion_sequences,prediction_positive_frames,10000,0,4,43.0,47.0,-4.0,-8.0,-1.0,0.25,exact_two_sided_paired_sign_flip,16,0.41517857142857145
H0497,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,dice,10000,0,8,0.7167919778583841,0.7167919778583841,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0498,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,dice,10000,0,8,0.7424785599262624,0.7424785599262624,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0499,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,dice,10000,0,8,0.5204846794405369,0.5204846794405369,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0500,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,dice,10000,0,8,0.7167919778583841,0.7167919778583841,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0501,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,dice,10000,0,8,0.6628637407632649,0.6628637407632649,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0502,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,dice,10000,0,8,0.7441279767975162,0.7441279767975162,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0503,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,iou,10000,0,8,0.6703983647853164,0.6703983647853164,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0504,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,iou,10000,0,8,0.6811491196729473,0.6811491196729473,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0505,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,iou,10000,0,8,0.5204846794405369,0.5204846794405369,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0506,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,iou,10000,0,8,0.6703983647853164,0.6703983647853164,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0507,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,iou,10000,0,8,0.633392870357924,0.633392870357924,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0508,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,iou,10000,0,8,0.6822880256782915,0.6822880256782915,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0509,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,boundary_iou,10000,0,8,0.5432270157135319,0.5432270157135319,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0510,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,boundary_iou,10000,0,8,0.5179651076862933,0.5179651076862933,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0511,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,boundary_iou,10000,0,8,0.5204846794405369,0.5204846794405369,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0512,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,boundary_iou,10000,0,8,0.5432270157135319,0.5432270157135319,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0513,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,boundary_iou,10000,0,8,0.5512849311503996,0.5512849311503996,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0514,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,boundary_iou,10000,0,8,0.5080572535116857,0.5080572535116857,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0515,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,mae,10000,0,8,0.03385622000507324,0.03385622000507324,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0516,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,mae,10000,0,8,0.0345133849331387,0.0345133849331387,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0517,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,mae,10000,0,8,0.0260817865208011,0.0260817865208011,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0518,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,mae,10000,0,8,0.03385622000507324,0.03385622000507324,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0519,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,mae,10000,0,8,0.025433763369326404,0.025433763369326404,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0520,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,mae,10000,0,8,0.043080738956161185,0.043080738956161185,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0521,confidence_and_run_length_5,run_length_5,frame_sequence_mean,all_frames,false_positive_fraction,10000,0,8,0.020373358024401902,0.020373358024401902,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0522,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_positive_frames,false_positive_fraction,10000,0,8,0.01719644011714856,0.01719644011714856,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0523,confidence_and_run_length_5,run_length_5,frame_sequence_mean,target_empty_frames,false_positive_fraction,10000,0,8,0.026081786512297315,0.026081786512297315,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0524,confidence_and_run_length_5,run_length_5,frame_sequence_mean,positive_sequence_frames,false_positive_fraction,10000,0,8,0.020373358024401902,0.020373358024401902,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0525,confidence_and_run_length_5,run_length_5,frame_sequence_mean,low_motion_frames,false_positive_fraction,10000,0,8,0.018197492527600927,0.018197492527600927,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0526,confidence_and_run_length_5,run_length_5,frame_sequence_mean,high_motion_frames,false_positive_fraction,10000,0,8,0.024356229191924945,0.024356229191924945,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0527,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_dice,10000,0,8,0.7167919778583842,0.7167919778583842,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0528,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_dice,10000,0,8,0.7167919778583842,0.7167919778583842,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0529,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_dice,10000,0,4,0.6073200830562795,0.6073200830562795,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0530,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_dice,10000,0,4,0.8262638726604887,0.8262638726604887,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0531,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_iou,10000,0,8,0.6703983647853166,0.6703983647853166,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0532,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_iou,10000,0,8,0.6703983647853166,0.6703983647853166,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0533,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_iou,10000,0,4,0.5667694373346057,0.5667694373346057,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0534,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_iou,10000,0,4,0.7740272922360274,0.7740272922360274,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0535,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_boundary_iou,10000,0,8,0.5432270157135319,0.5432270157135319,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0536,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_boundary_iou,10000,0,8,0.5432270157135319,0.5432270157135319,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0537,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_boundary_iou,10000,0,4,0.45729581314957757,0.45729581314957757,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0538,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_boundary_iou,10000,0,4,0.6291582182774864,0.6291582182774864,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0539,confidence_and_run_length_5,run_length_5,sequence,all_sequences,mean_false_positive_fraction,10000,0,8,0.020373358024401902,0.020373358024401902,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0540,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,mean_false_positive_fraction,10000,0,8,0.020373358024401902,0.020373358024401902,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0541,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,mean_false_positive_fraction,10000,0,4,0.03154564869785445,0.03154564869785445,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0542,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,mean_false_positive_fraction,10000,0,4,0.00920106735094935,0.00920106735094935,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0543,confidence_and_run_length_5,run_length_5,sequence,all_sequences,false_positive_frames,10000,0,8,5.625,5.625,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0544,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,false_positive_frames,10000,0,8,5.625,5.625,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0545,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,false_positive_frames,10000,0,4,7.25,7.25,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0546,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,false_positive_frames,10000,0,4,4.0,4.0,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0547,confidence_and_run_length_5,run_length_5,sequence,all_sequences,false_positive_run_count,10000,0,8,2.375,2.375,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0548,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,false_positive_run_count,10000,0,8,2.375,2.375,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0549,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,false_positive_run_count,10000,0,4,3.0,3.0,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0550,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,false_positive_run_count,10000,0,4,1.75,1.75,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0551,confidence_and_run_length_5,run_length_5,sequence,all_sequences,prediction_fragment_count,10000,0,8,1.5,1.5,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0552,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,prediction_fragment_count,10000,0,8,1.5,1.5,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0553,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,prediction_fragment_count,10000,0,4,1.25,1.25,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0554,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,prediction_fragment_count,10000,0,4,1.75,1.75,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0555,confidence_and_run_length_5,run_length_5,sequence,all_sequences,prediction_positive_frames,10000,0,8,44.875,44.875,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0556,confidence_and_run_length_5,run_length_5,sequence,positive_sequences,prediction_positive_frames,10000,0,8,44.875,44.875,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,256,1.0
H0557,confidence_and_run_length_5,run_length_5,sequence,low_motion_sequences,prediction_positive_frames,10000,0,4,46.75,46.75,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0558,confidence_and_run_length_5,run_length_5,sequence,high_motion_sequences,prediction_positive_frames,10000,0,4,43.0,43.0,0.0,0.0,0.0,1.0,exact_two_sided_paired_sign_flip,16,1.0
H0559,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,dice,10000,0,8,0.614974979563597,0.5963825024985341,0.018592477065062882,-0.007540684191048516,0.049044685485696,0.375,exact_two_sided_paired_sign_flip,256,0.5588942307692307
H0560,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_positive_frames,dice,10000,0,8,0.6207086008537248,0.62275261509367,-0.00204401423994513,-0.006980182027020143,0.0026576960905930064,0.4375,exact_two_sided_paired_sign_flip,256,0.6298374613003096
H0561,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,target_empty_frames,dice,10000,0,8,0.46605424852453714,0.42235629396070823,0.04369795456382892,-0.035714285714285726,0.13455008488964346,0.5,exact_two_sided_paired_sign_flip,256,0.6396148555708391
H0562,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,positive_sequence_frames,dice,10000,0,8,0.614974979563597,0.5963825024985341,0.018592477065062882,-0.008358778682739446,0.049044685485696,0.375,exact_two_sided_paired_sign_flip,256,0.5588942307692307
H0563,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,low_motion_frames,dice,10000,0,8,0.6419910199229881,0.5987119947221303,0.04327902520085789,0.003706211651798609,0.09937149726981614,0.0625,exact_two_sided_paired_sign_flip,256,0.19246688741721854
H0564,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,high_motion_frames,dice,10000,0,8,0.5443699702670952,0.5526544295334952,-0.008284459266400014,-0.03488858861433725,0.012229416119918216,0.75,exact_two_sided_paired_sign_flip,256,0.8908045977011494
H0565,ema_alpha_0_30,foreground_drop_reset_ema,frame_sequence_mean,all_frames,iou,10000,0,8,0.5468012272160856,0.5284974891090334,0.01830373810705216,-0.008126082155402947,0.049077599855706824,0.375,exact_two_sided_paired_sign_flip,256,0.5588942307692307
